,twitler
4932,ölmekten korkan denyolar azınlıktaydı
4933,
4934,buket akbaş
4935,buketakbas
4936,
4937,mar
4938,
4939,demetcarus
4940,online eğitim güzellemesi yapanlar sanmıyorumçok büyük oranda destekleyecekler
4941,bahar köroğlu
4942,baharkrolu
4943,
4944,mar
4945,
4946,aliosmanonder
4947,online ders yüzünden çocukların psikolojilerini bozdular iyi bir eğitim sistemi varmış metaversemiz eksikti
4948,eğitimmetaverseyehayır
4949,
4950,anıl fatih
4951,anilfatihatag
4952,
4953,mar
4954,eğitim sistemi öğretmen yetersizliği ataması online eğitimden alınan verim işsiz milyonlarca mezunlar pahalılık herşey ortada iken hala bunu savunmak bi aklın işidir eğitimdemetaversehayiremin okan okyay uzm psikolojik danışman
4955,eminokanokyay
4956,
4957,mar
4958,genel merkez zoom online eğitim
4959,paradiselost
4960,paradiselostmu
4961,
4962,mar
4963,merak ediyorum tag a kaç tane online eğitim haykıran öğretmen yazıyor
4964,eğitimdemetaversehayir
4965,
4966,
4967,miraç
4968,dilaraumit
4969,
4970,mar
4971,milli eğitim bakanı mahmut özer eğitimde metaverse dönemi geliyor demiş esefle kınıyorum online eğitimle mahvedilen çocuklarımızın geleceğini at gözlüklerine teslim etmekle neslimize büyük kötülüğü yapmış olacaklar
4972,eğitimdemetaversehayır
4973,hayaldihayal
4974,hayaldihayal
4975,
4976,mar
4977,
4978,ntv
4979,uzaaaklardan eğitim işte onlinearda
4980,ardagezginerler
4981,
4982,mar
4983,
4984,zetlorento
4985,
4986,alihocaburada
4987,merhaba online eğitim kayıt oluşturdum halen mail geri dönüş alamadım ilgilenebilirsiniz mutlu olurum faydalı eğitimden yararlanmak istiyorum
4988,
4989,berna biçer basan
4990,bernabasan
4991,
4992,mar
4993,
4994,ozgetheteacher
4995,tek derdinin online eğitim olmadığı belliydi komple uçmuş
4996,
4997,tgci
4998,garipreklamci
4999,
5000,mar
5001,salı günü online eğitim heyecanlı yükleniyornurdan
5002,bitcoin
5003,
5004,mar
5005,
5006,maviturkk
5007,zaten online eğitim çocukları bağımlı oldu bilgisayar dan koparamiyoruz
5008,hayaldihayal
5009,hayaldihayal
5010,
5011,mar
5012,
5013,ntv
5014,uzaaaklardan eğitim işte onlinearda
5015,ardagezginerler
5016,
5017,mar
5018,
5019,zetlorento
5020,
5021,alihocaburada
5022,merhaba online eğitim kayıt oluşturdum halen mail geri dönüş alamadım ilgilenebilirsiniz mutlu olurum faydalı eğitimden yararlanmak istiyorum
5023,
5024,berna biçer basan
5025,bernabasan
5026,
5027,mar
5028,
5029,ozgetheteacher
5030,tek derdinin online eğitim olmadığı belliydi komple uçmuş
5031,
5032,istatistik analizler
5033,ianalizler
5034,
5035,mar
5036,yazabilecek seviyeye gelecekler sertifika konusu net değil muhtemelen sertifika verilecek eğitim sonrasında gün gün saat olacak şekilde online hafta sonu ramazan bayramından sonraya planlamayı düşünüyorum
5037,
5038,
5039,
5040,show this threadmantıklı
5041,mntlkll
5042,
5043,mar
5044,plandemi sadeceacaba olur muplan tutar mıçalışmasıydı tuttuokul kötüokulda virüs tehlikesi var çocukları eve tıkıp online eğitim rezilliğini denedilerbu çocukları sanal hayatapcye bağlamak bir tuzak metaverse çöplüğüne ön hazırlıktı
5045,quote tweet
5046,adonis
5047,adonis
5048,mar
5049,elon musk dünyada ilk olacak projeleri türkiyede yapacağız pilot ülke dedikten sonra neler yaşandı
5050,doktora şiddet haberleri servis arttı
5051,doktorun vatandaşa şiddet servis haberleri arttı
5052,öğretmenin öğrencisine şiddet servis haberleri arttı
5053,eğitimdemetaversehayır
5054,show this thread
5055,ankebut
5056,gahubigah
5057,
5058,mar
5059,
5060,erkantrukten
5061,online eğitim koca bir yalandır süreçte denendi iyi şekilde test edildi yüzden dediğinizin toplumda hiçbir karşılığı yok metaverse denilen yapı uzaktan egitimin bir aparatısahada karşılığı yok sadece korku dağlarını boş yere büyütüyorsunuz
5062,
5063,malatya uluslararası büyük uyanış derneği
5064,uyanismalatya
5065,
5066,mar
5067,salgınla sağlık adı altında yapılan dayatmalar virüsü izole etmek değil sizleri hayattan izole etmek içindi salgın aşamasında online eğitimevden çalışmaalışverişle dijitale alıştırarak sizleri köleliğe alıştırmaktı nitekim çoğu sınıfta kaldı
5068,eğitimdemetaversehayir
5069,minimalistkz
5070,_sevvaloji
5071,
5072,mar
5073,online eğitim iş alışveriş adım adım normalleştirilip günümüzün vazgeçilmezi oldurulduysa metaverse düşünülen budur
5074,
5075,tek fark giriş kolay çıkış zor
5076,eğitimdemetaversehayır
5077,
5078,metin
5079,metin
5080,
5081,mar
5082,
5083,cemsitnga
5084,uzaktan eğitim isteyen öğretmenlere kadarda söyledik online eğitim vatana ihanettir online eğitim isteyen öğretmenleri şimdi bumerang kendilerini vuracak onları işsiz bırakacak
5085,
5086,bora kaşmer
5087,coderbora
5088,
5089,mar
5090,işte son model yeni canavar üyemiz hafta bol bol eğitim amaçlı kod yazıp geleneksel karşılama törenimizi tamamladık biraz yorulduk değdiği önümüzdeki ay ben şirketin diğer değerli arkadaşları eğitim vermeye devam edeceğiz
5091,vbtyazilim
5092,
5093,
5094,notsi online
5095,
5096,
5097,osman akyol
5098,osmanak
5099,
5100,mar
5101,
5102,aliosmanonder
5103,online eğitim depreminden sonra denendi pandemi kısa sürede eba olması hazırlık sonucu metaverse alt yapısı hazır aslındadeniz slck
5104,evvalseluk
5105,
5106,mar
5107,yıldır online eğitim diyenlere yapmayın etmeyin işin sonunda işsiz kalacaksın dedik gomplo dediler eee hadi kolay gelsin eğitimdemetaversehayır
5108,online eğitim
5109,onlineegitimci
5110,
5111,mar
5112,
5113,burakakkul
5114,mantıklı
5115,mntlkll
5116,
5117,mar
5118,plandemi sadeceacaba olur muplan tutar mıçalışmasıydı tuttuokul kötüokulda virüs tehlikesi var çocukları eve tıkıp online eğitim rezilliğini denedilerbu çocukları sanal hayatapcye bağlamak bir tuzak metaverse çöplüğüne ön hazırlıktı
5119,quote tweet
5120,adonis
5121,adonis
5122,mar
5123,elon musk dünyada ilk olacak projeleri türkiyede yapacağız pilot ülke dedikten sonra neler yaşandı
5124,doktora şiddet haberleri servis arttı
5125,doktorun vatandaşa şiddet servis haberleri arttı
5126,öğretmenin öğrencisine şiddet servis haberleri arttı
5127,eğitimdemetaversehayır
5128,show this thread
5129,deniz slck
5130,evvalseluk
5131,
5132,mar
5133,yıldır online eğitim diyenlere yapmayın etmeyin işin sonunda işsiz kalacaksın dedik gomplo dediler eee hadi kolay gelsin eğitimdemetaversehayır
5134,online eğitim
5135,onlineegitimci
5136,
5137,mar
5138,
5139,burakakkul
5140,online eğitim
5141,onlineegitimci
5142,
5143,mar
5144,
5145,zedenaya
5146,sturan
5147,
5148,tcmeb
5149,ülke bilimsel çöl olsun devlet okullarında dersini öğrenen kaç öğrenci var herkes cahil kalsın mi uğraşıyorsunuzharun küçükkeskin
5150,harunkucukkeski
5151,
5152,mar
5153,online eğitim nene sıkıntılar yaşadık olmadı eğitim dimi bunu iyi öğretmenler bilir şimdi sen çocukları ev ortamında eğitecen dimi sen eğitimsiz bırakmaya çalışıyorum kaliteyi bitiriyorum demiyorsun eğitimdemetaversehayır
5154,
5155,lodos
5156,kopkoyu__mor
5157,
5158,mar
5159,
5160,maskelerindi
5161,pandemideki online eğitim bunun antremaniydi
5162,online eğitim
5163,onlineegitimci
5164,
5165,mar
5166,
5167,maviadam
5168,
5169,sturan
5170,akıllı çocuk
5171,kayseri egitim gücü sen
5172,gucu_sen
5173,
5174,mar
5175,aileye katılmak online üyelik başvurusunda bulunabilirsiniz
5176,
5177,httpsuyeegitimgucusenorgtr_uysbssendikaaspx
5178,
5179,show this threadekshe
5180,ekihandan
5181,
5182,mar
5183,
5184,aliosmanonder
5185,online eğitim ön çalışma alıştırma yaptılar şimdi vites arttırarak giderler
5186,
5187,zeynep abla
5188,ablacim
5189,
5190,mar
5191,çocuklara at gözlüğü takıp özgür düşünce hür irade mantık yürütme yaşamsal değerler kazandıramadıktan sonra okula gitmelerinin hiçbir anlamı yok metverse varsa çocuklar yok online eğitim kepazeliğinin acısını hâlâ çekerken eğitimdemetaversehayir
5192,
5193,yurdagül
5194,yurdagulatilmi
5195,
5196,mar
5197,salgın bahanesiyle online eğitim bilgisayar başında evlere hapsettiniz çocukların özgürlüklerini kısıtladınızşimdi beyinleri hapsetmeye çalışıyorsunuz eğitimdemetaversehayirelis
5198,elifaydin_
5199,
5200,mar
5201,odada serdar ortaç açıp oynadığım online derse geç kaldım bizzat kendi verdiğim derse uzaktan eğitim yasaklansınsanane
5202,mavibarbunya
5203,
5204,mar
5205,online eğitimin başarısızlığını metaversde eğitim projenizle örtbas edemezsiniz eğitimdemetaversehayırapril oneil
5206,my__nisan
5207,
5208,mar
5209,
5210,niiisan
5211,
5212,aliosmanonder
5213,ogrenciler evinde metaversesanal dunya gözlüğünü takacak hologrami sınıfta ders görecek kendisi evde olacak online egitim bir
5214,
5215,
5216,deniz slck
5217,evvalseluk
5218,
5219,mar
5220,yıldır online eğitim diyenlere yapmayın etmeyin işin sonunda işsiz kalacaksın dedik gomplo dediler eee hadi kolay gelsin eğitimdemetaversehayır
5221,online eğitim
5222,onlineegitimci
5223,
5224,mar
5225,
5226,burakakkul
5227,hilal
5228,madammariecurie
5229,
5230,mar
5231,bir online bir hizmet içi eğitim kursuna talip olmayacağım diyorum sonra unutup buluyorum bir kurs bitmeyen unity kursu yapmışlar
5232,mehmet jk
5233,blackeagle_
5234,
5235,mar
5236,
5237,blackeagle_
5238,
5239,gurler_rustu
5240,polatlımamakgölbaşıçubukakyurt içme suyu hattı
5241,çubuk barajı
5242,ağustos zafer parkıgazi park
5243,batikent rekreasyon alanı hayvanat bahçesi ad vizyon park onlarca semt parkı
5244,online eğitim nedeniyle mağdur olan köy cocuklarina bedava internet
5245,g ö z d e g
5246,gzde
5247,
5248,mar
5249,
5250,cryptosarelf
5251,hocam mekaniniz hayırlı olsun su eğitim isini online yapmayı düşünsenizveya video olarak falan
5252,
5253,eylül
5254,eyll
5255,
5256,mar
5257,lise çağındaki kızımın başında yaralar çıkmıştı online eğitim varken yapsak geçmedi ben işe gidiyordum tek başına evde depresyona girmişti zaman okullar açılıp evden çıkıarak okula gidip sosyalleştiğinde iyileşti
5258,eğitimdemetaversehayir
5259,
5260,
5261,meral
5262,meralysm
5263,
5264,mar
5265,ckısıtlamalarmaske online eğitimaşılarekonomi metaverse veee büyük sıfırlamaya hızla denek olarak size kurban etmediğimiz çocuklarımızı metaverse mi alacaksınız hadi ordan
5266,eğitimdemetaversehayir
5267,
5268,dytayşe
5269,_diyetisyen_
5270,
5271,mar
5272,çocuklar eğitim hayatları sizin yap boz oyununuz değildir
5273,yıl online eğitim maskeye mahkum ettiniz hayatlarını çalmanıza izin vermeyeceğiz eğitimdemetaversehayır
5274,
5275,s
5276,iamshipperrr
5277,
5278,mar
5279,vizelere kaldığına göre online eğitim istek değil ihtiyaç
5280,mankurt hunter
5281,subutaykartal
5282,
5283,mar
5284,
5285,subutaykartal
5286,cpediatrist
5287,
5288,eylemakoz
5289,bunun yanında online eğitim kaat ettiğim internet üzerinden verilen eğitimdir videoya yapılan yorum söylemlerimi özetliyorizlenme sayısı binbu tip videolara sınavlara hazırlanan ınsanların genel yorumu şekildemustafa yağcıtürev nedir
5290,online eğitim haktır
5291,onlineegitimhak
5292,
5293,mar
5294,
5295,khalilovagulsum
5296,herkesesalgın inkarcısı
5297,salgninkarcisi
5298,
5299,mar
5300,yıldır evde online eğitim alışveriş evden çalışma derken metaverse nakitsiz toplum vs şeylere alıştırdılar bunlarlada oyalanırken ülkede mal mülk varsa almışlar bize yatacak yer bırakmayacaklar
5301,eğitimdemetaversehayır
5302,
5303,hilal
5304,madammariecurie
5305,
5306,mar
5307,bir online bir hizmet içi eğitim kursuna talip olmayacağım diyorum sonra unutup buluyorum bir kurs bitmeyen unity kursu yapmışlar
5308,mehmet jk
5309,blackeagle_
5310,
5311,mar
5312,
5313,blackeagle_
5314,
5315,gurler_rustu
5316,polatlımamakgölbaşıçubukakyurt içme suyu hattı
5317,çubuk barajı
5318,ağustos zafer parkıgazi park
5319,batikent rekreasyon alanı hayvanat bahçesi ad vizyon park onlarca semt parkı
5320,online eğitim nedeniyle mağdur olan köy cocuklarina bedava internet
5321,s
5322,iamshipperrr
5323,
5324,mar
5325,vizelere kaldığına göre online eğitim istek değil ihtiyaç
5326,mankurt hunter
5327,subutaykartal
5328,
5329,mar
5330,
5331,subutaykartal
5332,cpediatrist
5333,
5334,eylemakoz
5335,bunun yanında online eğitim kaat ettiğim internet üzerinden verilen eğitimdir videoya yapılan yorum söylemlerimi özetliyorizlenme sayısı binbu tip videolara sınavlara hazırlanan ınsanların genel yorumu şekildemustafa yağcıtürev nedir
5336,online eğitim haktır
5337,onlineegitimhak
5338,
5339,mar
5340,
5341,khalilovagulsum
5342,herkesesalgın inkarcısı
5343,salgninkarcisi
5344,
5345,mar
5346,yıldır evde online eğitim alışveriş evden çalışma derken metaverse nakitsiz toplum vs şeylere alıştırdılar bunlarlada oyalanırken ülkede mal mülk varsa almışlar bize yatacak yer bırakmayacaklar
5347,eğitimdemetaversehayır
5348,
5349,odinin gözü
5350,odiningozu
5351,
5352,mar
5353,karşıyım ancak online eğitim isteyen maske dayatan sorgulama özürlü öğretmenlere karşıyım
5354,ülkemin düşünen insana ihtiyacı var eğitimdemetaversehayir
5355,mankurt hunter
5356,subutaykartal
5357,
5358,mar
5359,
5360,cpediatrist
5361,
5362,eylemakoz
5363,online eğitim öğrenciler arasındaki kapasiteodaklanmaalgılama farkları ortadan kalktıdehbli bir öğrenci dersi kendi istediği zamanda izleyerek başarılı oluyorken klasik eğitimde öğretmenler çocukları yaramazuyumsuzdüzeni bozan olarak görüp sınıflarında istemiyordu
5364,matgeo
5365,mlecwan
5366,
5367,mar
5368,bin hayal olsun
5369,yıldır pandemi yüzünden online eğitim var doğru düzgün öğretmen alımı yapılmadı açık fazla ortada öyle olmasa bine yakın ücretli öğretmen olmazdı
5370,lodos
5371,kopkoyu__mor
5372,
5373,mar
5374,plandemide online eğitim bunun antremanıydı
5375,quote tweet
5376,santana
5377,santanareturn
5378,mar
5379,kendinizi koruduğunuzu düşünebilirsiniz
5380,peki çocuklar
5381,çocuklarınızı küresel şeytanlardan koruyabilecekmisiniz
5382,
5383,bunun yapıyorsunuz mesela
5384,show this thread
5385,murat cayfilozofu
5386,murataltinok_
5387,
5388,mar
5389,sene önce kapanmalarda
5390,öğrencilerin eğitim tableti yoktu interneti yoktu çoğu köylerde internet altyapısı yoktur hatta online ders saatlerinde ülke internetinde aşırı yüklenmeler yaşanmıştı şimdi metaverse diyorlardevlet herkese gözlük verecek
5391,quote tweet
5392,av aysel karakuzu
5393,aysel_karakuzu
5394,mar
5395,milli eğitim bakanlığı eğitimde metaverse döneminin geldiğini duyurdu
5396,çocuklarımızda hâlâ maskeler var
5397,gözlerinde metaverse gözlüğüyle ruh fizik sağlığı yönünden olumlu olmayacağı fark edilebiliyor
5398,
5399,
5400,show this threads
5401,iamshipperrr
5402,
5403,mar
5404,vizelere kaldığına göre online eğitim istek değil ihtiyaç
5405,mankurt hunter
5406,subutaykartal
5407,
5408,mar
5409,
5410,subutaykartal
5411,cpediatrist
5412,
5413,eylemakoz
5414,bunun yanında online eğitim kaat ettiğim internet üzerinden verilen eğitimdir videoya yapılan yorum söylemlerimi özetliyorizlenme sayısı binbu tip videolara sınavlara hazırlanan ınsanların genel yorumu şekildemustafa yağcıtürev nedir
5415,matgeo
5416,mlecwan
5417,
5418,mar
5419,bin hayal olsun
5420,yıldır pandemi yüzünden online eğitim var doğru düzgün öğretmen alımı yapılmadı açık fazla ortada öyle olmasa bine yakın ücretli öğretmen olmazdı
5421,psikolog önerisi
5422,psikologonerisi
5423,
5424,mar
5425,eğitim süpervizyonlarla devam edecek böylece verimi artıracağız artık ruh sağlığı alanında ihtiyacı olan danışanlara ulaşımı online olarak sağlayacağız umarım hepimiz iyi olacak güzel haberi sizlere vermek istedim
